pdf_stem,page_number,row_id,pre_issuer_name,post_issuer_name,pre_investment_description,post_investment_description,pre_asset_type,post_asset_type,pre_current_value,post_current_value,changed
20220708124640NAL0018324257001,252,28,TSY INFL IX N/B,US Treasury,"32,968,687",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"40,963,241","40,963,241",YES
20220708124640NAL0018324257001,252,29,TSY INFL IX N/B,US Treasury,"90,841,122",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"96,668,404","96,668,404",YES
20220708124640NAL0018324257001,252,30,TSY INFL IX N/B,US Treasury,"74,306,488",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"81,603,321","81,603,321",YES
20220708124640NAL0018324257001,252,31,TSY INFL IX N/B,US Treasury,"39,410,225",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"49,779,625","49,779,625",YES
20220708124640NAL0018324257001,252,32,TSY INFL IX N/B,US Treasury,"47,004,454",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"60,471,171","60,471,171",YES
20220708124640NAL0018324257001,252,33,TSY INFL IX N/B,US Treasury,"68,001,635",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"77,870,195","77,870,195",YES
20220708124640NAL0018324257001,252,34,TSY INFL IX N/B,US Treasury,"30,981,193",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"41,819,954","41,819,954",YES
20220708124640NAL0018324257001,252,35,TSY INFL IX N/B,US Treasury,"54,504,222",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"63,024,423","63,024,423",YES
20220708124640NAL0018324257001,252,36,TSY INFL IX N/B,US Treasury,"23,299,355",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"31,822,453","31,822,453",YES
20220708124640NAL0018324257001,252,37,TSY INFL IX N/B,US Treasury,"16,836,770",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"23,596,379","23,596,379",YES
20220708124640NAL0018324257001,252,38,TSY INFL IX N/B,US Treasury,"20,185,143",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"28,635,764","28,635,764",YES
20220708124640NAL0018324257001,252,39,TSY INFL IX N/B,US Treasury,"40,186,587",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"57,321,972","57,321,972",YES
20220708124640NAL0018324257001,252,40,TSY INFL IX N/B,US Treasury,"29,085,537",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"34,889,748","34,889,748",YES
20220708124640NAL0018324257001,252,41,TSY INFL IX N/B,US Treasury,"36,387,075",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"42,100,727","42,100,727",YES
20220708124640NAL0018324257001,252,42,TSY INFL IX N/B,US Treasury,"15,775,542",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"24,135,948","24,135,948",YES
20220708124640NAL0018324257001,252,43,TSY INFL IX N/B,US Treasury,"22,346,911",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"34,577,508","34,577,508",YES
20220708124640NAL0018324257001,252,44,TSY INFL IX N/B,US Treasury,"45,471,049",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"51,779,468","51,779,468",YES
20220708124640NAL0018324257001,252,45,TSY INFL IX N/B,US Treasury,"29,052,350",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"35,085,832","35,085,832",YES
20220708124640NAL0018324257001,252,46,TSY INFL IX N/B,US Treasury,"20,658,237",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"26,406,738","26,406,738",YES
20220708124640NAL0018324257001,252,47,TSY INFL IX N/B,US Treasury,"11,320,751",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"16,836,177","16,836,177",YES
20220708124640NAL0018324257001,252,48,TSY INFL IX N/B,US Treasury,"24,856,311",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"33,020,491","33,020,491",YES
20220708124640NAL0018324257001,252,49,TSY INFL IX N/B,US Treasury,"29,799,021",Treasury Inflation-Indexed Note/Bond,,Corporate Bond,"41,499,472","41,499,472",YES
20220708124640NAL0018324257001,252,50,,,Total: EXHIBIT D - Inflation Protected Bond Fund,Inflation Protected Bond Fund,,Corporate Bond,"$ 2,762,389,038","$ 2,762,389,038",YES
20220708124640NAL0018324257001,253,1,,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,253,2,,NOT FOUND,Shares/,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,253,3,,NOT FOUND,Par Value,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,253,4,3M COMPANY,NOT FOUND,"710,000",NOT FOUND,,NOT FOUND,"852,996",NOT FOUND,YES
20220708124640NAL0018324257001,253,5,ABBOTT LABORATORIES,NOT FOUND,"570,000",NOT FOUND,,NOT FOUND,"779,305",NOT FOUND,YES
20220708124640NAL0018324257001,253,6,ABBVIE INC,NOT FOUND,"2,175,000",NOT FOUND,,NOT FOUND,"2,256,851",NOT FOUND,YES
20220708124640NAL0018324257001,253,7,ABBVIE INC,ABBVIE INC,"1,085,000",ABBVIE INC,,Other,"1,154,957","1,154,957",YES
20220708124640NAL0018324257001,253,8,ABBVIE INC,ABBVIE INC,"1,600,000",ABBVIE INC,,Other,"1,985,007","1,985,007",YES
20220708124640NAL0018324257001,253,9,ACUITY BRANDS LIGHTING,ACUITY BRANDS LIGHTING,"1,855,000",ACUITY BRANDS LIGHTING,,Other,"1,808,115","1,808,115",YES
20220708124640NAL0018324257001,253,10,AEP TEXAS INC,AEP Texas Inc,"990,000",AEP Texas Inc,,Other,"1,006,995","1,006,995",YES
20220708124640NAL0018324257001,253,11,AERCAP IRELAND CAP/GLOBA,AerCap Ireland Capital DAC,"2,695,000",AerCap Ireland Capital DAC,,Other,"2,690,112","2,690,112",YES
20220708124640NAL0018324257001,253,12,AERCAP IRELAND CAP/GLOBA,AerCap Ireland Capital DAC,"670,000",AerCap Ireland Capital DAC,,Other,"689,138","689,138",YES
20220708124640NAL0018324257001,253,13,AERCAP IRELAND CAP/GLOBA,AerCap Ireland Capital DAC,"965,000",AerCap Ireland Capital DAC,,Other,"982,480","982,480",YES
20220708124640NAL0018324257001,253,14,AIR LEASE CORP,Air Lease Corp,"1,705,000",Air Lease Corp,,Other,"1,758,605","1,758,605",YES
20220708124640NAL0018324257001,253,15,AIR PRODUCTS + CHEMICALS,Air Products and Chemicals Inc,"1,950,000",Air Products and Chemicals Inc,,Other,"1,956,190","1,956,190",YES
20220708124640NAL0018324257001,253,16,AIRCASTLE LTD,Aircastle Ltd,"1,775,000",Aircastle Ltd,,Other,"1,852,782","1,852,782",YES
20220708124640NAL0018324257001,253,17,ALEXANDRIA REAL ESTATE E,Alexandria Real Estate Equities Inc,"765,000",Alexandria Real Estate Equities Inc,,Real Estate,"755,552","755,552",YES
20220708124640NAL0018324257001,253,18,ALIBABA GROUP HOLDING,Alibaba Group Holding Ltd,"300,000",Alibaba Group Holding Ltd,,Other,"273,822","273,822",YES
20220708124640NAL0018324257001,253,19,ALIBABA GROUP HOLDING,Alibaba Group Holding Ltd,"555,000",Alibaba Group Holding Ltd,,Other,"601,604","601,604",YES
20220708124640NAL0018324257001,253,20,ALLSTATE CORP,ALLSTATE CORP,"1,985,000",ALLSTATE CORP,,Other,"2,131,917","2,131,917",YES
20220708124640NAL0018324257001,253,21,ALPHABET INC,ALPHABET INC,"495,000",ALPHABET INC,,Other,"441,755","441,755",YES
20220708124640NAL0018324257001,253,22,ALPHABET INC,ALPHABET INC,"420,000",ALPHABET INC,,Other,"374,268","374,268",YES
20220708124640NAL0018324257001,253,23,ALTRIA GROUP INC,ALTRIA GROUP INC,"725,000",ALTRIA GROUP INC,,Other,"668,766","668,766",YES
20220708124640NAL0018324257001,253,24,ALTRIA GROUP INC,ALTRIA GROUP INC,"1,035,000",ALTRIA GROUP INC,,Other,"1,194,638","1,194,638",YES
20220708124640NAL0018324257001,253,25,AMAZON.COM INC,NOT FOUND,"1,845,000",NOT FOUND,,NOT FOUND,"1,823,901",NOT FOUND,YES
20220708124640NAL0018324257001,253,26,AMAZON.COM INC,AMAZONCOM INC,"1,845,000",AMAZON.COM INC,,Other,"1,787,933","1,787,933",YES
20220708124640NAL0018324257001,253,27,AMAZON.COM INC,AMAZONCOM INC,"950,000",AMAZON.COM INC,,Other,"1,014,241","1,014,241",YES
20220708124640NAL0018324257001,253,28,AMAZON.COM INC,AMAZONCOM INC,"740,000",AMAZON.COM INC,,Other,"945,071","945,071",YES
20220708124640NAL0018324257001,253,29,AMEREN CORP,AMEREN CORP,"1,005,000",AMEREN CORP,,Other,"1,084,072","1,084,072",YES
20220708124640NAL0018324257001,253,30,AMERICA MOVIL SAB DE CV,AMERICA MOVIL SAB DE CV,"760,000",AMERICA MOVIL SAB DE CV,,Other,"1,066,308","1,066,308",YES
20220708124640NAL0018324257001,253,31,AMERICAN CAMPUS CMNTYS,AMERICAN CAMPUS CMNTYS,"1,120,000",AMERICAN CAMPUS CMNTYS,,Other,"1,240,347","1,240,347",YES
20220708124640NAL0018324257001,253,32,AMERICAN EXPRESS CO,AMERICAN EXPRESS CO,"2,480,000",AMERICAN EXPRESS CO,,Other,"2,600,840","2,600,840",YES
20220708124640NAL0018324257001,253,33,AMERICAN INTL GROUP,AMERICAN INTL GROUP,"1,485,000",AMERICAN INTL GROUP,,Other,"1,588,979","1,588,979",YES
20220708124640NAL0018324257001,253,34,AMERICAN INTL GROUP,NOT FOUND,"725,000",NOT FOUND,,NOT FOUND,"864,687",NOT FOUND,YES
20220708124640NAL0018324257001,253,35,AMERICAN MUNI PWR OHIO,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,253,36,INC OH,INC OH,"515,000",INC OH,,Other,"851,511","851,511",YES
20220708124640NAL0018324257001,253,37,AMERICAN TOWER CORP,AMERICAN TOWER CORP,"495,000",AMERICAN TOWER CORP,,Other,"481,386","481,386",YES
20220708124640NAL0018324257001,253,38,AMERICAN TOWER CORP,AMERICAN TOWER CORP,"1,325,000",AMERICAN TOWER CORP,,Other,"1,360,592","1,360,592",YES
20220708124640NAL0018324257001,253,39,AMERICAN WATER CAPITAL C,AMERICAN WATER CAPITAL C,"710,000",AMERICAN WATER CAPITAL C,,Other,"838,009","838,009",YES
20220708124640NAL0018324257001,253,40,AMGEN INC,AMGEN INC,"1,140,000",AMGEN INC,,Other,"1,106,136","1,106,136",YES
20220708124640NAL0018324257001,253,41,AMGEN INC,AMGEN INC,"200,000",AMGEN INC,,Other,"205,103","205,103",YES
20220708124640NAL0018324257001,253,42,AMGEN INC,AMGEN INC,"495,000",AMGEN INC,,Other,"533,433","533,433",YES
20220708124640NAL0018324257001,253,43,AMGEN INC,AMGEN INC,"730,000",AMGEN INC,,Other,"871,084","871,084",YES
20220708124640NAL0018324257001,253,44,ANHEUSER BUSCH CO/INBEV,ANHEUSER BUSCH COINBEV,"3,090,000",ANHEUSER BUSCH CO/INBEV,,Other,"3,905,559","3,905,559",YES
20220708124640NAL0018324257001,253,45,ANTHEM INC,NOT FOUND,"1,985,000",NOT FOUND,,NOT FOUND,"2,177,663",NOT FOUND,YES
20220708124640NAL0018324257001,253,46,APPLE INC,APPLE INC,"890,000",APPLE INC,,Other,"863,694","863,694",YES
20220708124640NAL0018324257001,253,47,APPLE INC,APPLE INC,"460,000",APPLE INC,,Other,"431,988","431,988",YES
20220708124640NAL0018324257001,253,48,APPLE INC,APPLE INC,"440,000",APPLE INC,,Other,"432,611","432,611",YES
20220708124640NAL0018324257001,253,49,APPLE INC,APPLE INC,"1,445,000",APPLE INC,,Other,"1,558,361","1,558,361",YES
20220708124640NAL0018324257001,253,50,APPLE INC,APPLE INC,"735,000",APPLE INC,,Other,"862,625","862,625",YES
20220708124640NAL0018324257001,277,1,,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,277,2,,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,277,3,,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,277,4,ACADIA REALTY TRUST,NOT FOUND,REIT USD.001,NOT FOUND,,NOT FOUND,"1,989,805",NOT FOUND,YES
20220708124640NAL0018324257001,277,5,,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,277,6,AGREE REALTY CORP,AGREE REALTY CORP,REIT USD.0001,AGREE REALTY CORP,,Other,"5,141,203","5,141,203",YES
20220708124640NAL0018324257001,277,7,ALEXANDER + BALDWIN INC,ALEXANDER BALDWIN INC,REIT,ALEXANDER + BALDWIN INC,,Other,"1,855,606","1,855,606",YES
20220708124640NAL0018324257001,277,8,ALEXANDER S INC,ALEXANDER S INC,REIT USD1.0,ALEXANDER S INC,,Other,"645,804","645,804",YES
20220708124640NAL0018324257001,277,9,ALEXANDRIA REAL ESTATE,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,277,10,EQUIT,Equity Residential,REIT USD.01,Equity Residential,,Other,"33,977,099","33,977,099",YES
20220708124640NAL0018324257001,277,11,AMERICAN ASSETS TRUST INC,AMERICAN ASSETS TRUST INC,REIT USD.01,AMERICAN ASSETS TRUST INC,,Other,"2,002,451","2,002,451",YES
20220708124640NAL0018324257001,277,12,AMERICAN CAMPUS,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,277,13,COMMUNITIES,Equity LifeStyle Properties,REIT USD.01,Equity LifeStyle Properties,,Other,"8,402,499","8,402,499",YES
20220708124640NAL0018324257001,277,14,AMERICAN HOMES 4 RENT A,American Homes 4 Rent,REIT USD.01,American Homes 4 Rent Class A,,Other,"13,325,392","13,325,392",YES
20220708124640NAL0018324257001,277,15,AMERICOLD REALTY TRUST,Americold Realty Trust,REIT USD.01,Americold Realty Trust,,Other,"9,027,231","9,027,231",YES
20220708124640NAL0018324257001,277,16,APARTMENT INCOME REIT CO,Apartment Income REIT,REIT USD.01,Apartment Income REIT,,Other,"9,048,822","9,048,822",YES
20220708124640NAL0018324257001,277,17,APARTMENT INVT + MGMT,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,277,18,CO A,CO A,REIT USD.01,CO A,,Other,"1,217,745","1,217,745",YES
20220708124640NAL0018324257001,277,19,APPLE HOSPITALITY REIT INC,APPLE HOSPITALITY REIT INC,REIT NPV,APPLE HOSPITALITY REIT INC,,Other,"3,666,712","3,666,712",YES
20220708124640NAL0018324257001,277,20,ARMADA HOFFLER,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,277,21,PROPERTIES IN,Office Properties Income Trust,REIT USD.01,Office Properties Income Trust,,Other,"938,252","938,252",YES
20220708124640NAL0018324257001,277,22,AVALONBAY COMMUNITIES,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,277,23,INC,INC,REIT USD.01,INC,,Other,"37,114,564","37,114,564",YES
20220708124640NAL0018324257001,277,24,BOSTON PROPERTIES INC,BOSTON PROPERTIES INC,REIT USD.01,BOSTON PROPERTIES INC,,Other,"18,001,829","18,001,829",YES
20220708124640NAL0018324257001,277,25,BRANDYWINE REALTY TRUST,BRANDYWINE REALTY TRUST,REIT USD.01,BRANDYWINE REALTY TRUST,,Other,"2,383,311","2,383,311",YES
20220708124640NAL0018324257001,277,26,BRIXMOR PROPERTY GROUP,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,277,27,INC,INC,REIT USD.01,INC,,Other,"7,959,265","7,959,265",YES
20220708124640NAL0018324257001,277,28,BROADSTONE NET LEASE INC,BROADSTONE NET LEASE INC,REIT USD.00025,BROADSTONE NET LEASE INC,,Other,"4,167,280","4,167,280",YES
20220708124640NAL0018324257001,277,29,CAMDEN PROPERTY TRUST,CAMDEN PROPERTY TRUST,REIT USD.01,CAMDEN PROPERTY TRUST,,Other,"18,922,929","18,922,929",YES
20220708124640NAL0018324257001,277,30,CARETRUST REIT INC,CARETRUST REIT INC,REIT USD.01,CARETRUST REIT INC,,Other,"2,295,420","2,295,420",YES
20220708124640NAL0018324257001,277,31,CENTERSPACE,CENTERSPACE,REIT,CENTERSPACE,,Other,"1,641,542","1,641,542",YES
20220708124640NAL0018324257001,277,32,CHATHAM LODGING TRUST,CHATHAM LODGING TRUST,REIT USD.01,CHATHAM LODGING TRUST,,Other,"709,969","709,969",YES
20220708124640NAL0018324257001,277,33,CITY OFFICE REIT INC,CITY OFFICE REIT INC,REIT USD.01,CITY OFFICE REIT INC,,Other,"895,051","895,051",YES
20220708124640NAL0018324257001,277,34,COMMUNITY HEALTHCARE,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,277,35,TRUST I,TRUST I,REIT USD.01,TRUST I,,Other,"1,184,823","1,184,823",YES
20220708124640NAL0018324257001,277,36,COREPOINT LODGING INC,COREPOINT LODGING INC,REIT USD.01,COREPOINT LODGING INC,,Other,"676,670","676,670",YES
20220708124640NAL0018324257001,277,37,CORPORATE OFFICE,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,277,38,PROPERTIES,PROPERTIES,REIT USD.01,PROPERTIES REIT,,Other,"3,289,076","3,289,076",YES
20220708124640NAL0018324257001,277,39,COUSINS PROPERTIES INC,NOT FOUND,REIT USD1.0,NOT FOUND,,NOT FOUND,"6,254,799",NOT FOUND,YES
20220708124640NAL0018324257001,277,40,CUBESMART,CUBESMART,REIT USD.01,CUBESMART REIT,,Other,"12,102,259","12,102,259",YES
20220708124640NAL0018324257001,277,41,CYRUSONE INC,CYRUSONE INC,REIT USD.01,CYRUSONE INC,,Other,"11,725,778","11,725,778",YES
20220708124640NAL0018324257001,277,42,DIAMONDROCK HOSPITALITY,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,277,43,CO,CO,REIT USD.01,CO REIT,,Other,"2,068,428","2,068,428",YES
20220708124640NAL0018324257001,277,44,DIGITAL REALTY TRUST INC,DIGITAL REALTY TRUST INC,REIT USD.01,DIGITAL REALTY TRUST INC,,Other,"52,606,802","52,606,802",YES
20220708124640NAL0018324257001,277,45,DIGITALBRIDGE GROUP INC,DIGITALBRIDGE GROUP INC,REIT USD.01,DIGITALBRIDGE GROUP INC,,Other,"4,335,832","4,335,832",YES
20220708124640NAL0018324257001,277,46,DIVERSIFIED HEALTHCARE,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,277,47,TRUST,TRUST,REIT USD.01,TRUST REIT,,Other,"776,434","776,434",YES
20220708124640NAL0018324257001,277,48,DJ US REAL ESTATE MAR22,DJ,XCBT 20220318,US Real Estate Index (Mar 2022) - XCBT 20220318,,Real Estate,"310,860","310,860",YES
20220708124640NAL0018324257001,277,49,DOUGLAS EMMETT INC,DOUGLAS EMMETT INC,REIT USD.01,DOUGLAS EMMETT INC,,Other,"6,202,894","6,202,894",YES
20220708124640NAL0018324257001,277,50,DUKE REALTY CORP,DUKE REALTY CORP,REIT USD.01,DUKE REALTY CORP,,Other,"26,147,957","26,147,957",YES
20220708124640NAL0018324257001,281,1,,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,281,2,,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,281,3,,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,281,4,ABBVIE INC,ABBVIE INC,2.6% 21 Nov 2024,ABBVIE INC,,Other,"3,045,452","3,045,452",YES
20220708124640NAL0018324257001,281,5,,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,281,6,ABBVIE INC,ABBVIE INC,4.05% 21 Nov 2039,ABBVIE INC,,Other,"901,801","901,801",YES
20220708124640NAL0018324257001,281,7,ABU DHABI CRUDE OIL,Abu Dhabi Crude Oil,4.6% 02 Nov 2047,4.6% 02 Nov 2047,,Other,"1,503,624","1,503,624",YES
20220708124640NAL0018324257001,281,8,AEP TRANSMISSION CO LLC,NOT FOUND,2.75% 15 Aug 2051,NOT FOUND,,NOT FOUND,"801,943",NOT FOUND,YES
20220708124640NAL0018324257001,281,9,AERCAP IRELAND CAP/GLOBA,AerCap Ireland Capital DAC,3% 29 Oct 2028,3% 29 Oct 2028,,Other,"3,408,510","3,408,510",YES
20220708124640NAL0018324257001,281,10,AMAZON.COM INC,NOT FOUND,3.25% 12 May 2061,NOT FOUND,,NOT FOUND,"652,326",NOT FOUND,YES
20220708124640NAL0018324257001,281,11,AMEREN CORP,AMEREN CORP,2.5% 15 Sep 2024,AMEREN CORP,,Other,"1,008,299","1,008,299",YES
20220708124640NAL0018324257001,281,12,AMERICA MOVIL SAB DE CV,America Movil SAB de CV,3.625% 22 Apr 2029,3.625% 22 Apr 2029,,Other,"2,800,781","2,800,781",YES
20220708124640NAL0018324257001,281,13,AMERICAN ELECTRIC POWER,American Electric Power,0.75% 01 Nov 2023,0.75% 01 Nov 2023,,Other,"413,133","413,133",YES
20220708124640NAL0018324257001,281,14,AMERICAN EXPRESS CREDIT,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,281,15,ACCOUN,NOT FOUND,0.9% 15 Nov 2026,NOT FOUND,,NOT FOUND,"6,190,335",NOT FOUND,YES
20220708124640NAL0018324257001,281,16,AMERICAN INTL GROUP,American International Group,4.5% 16 Jul 2044,4.5% 16 Jul 2044,,Other,"2,171,222","2,171,222",YES
20220708124640NAL0018324257001,281,17,AMERICREDIT AUTOMOBILE,NOT FOUND,,NOT FOUND,,NOT FOUND,,NOT FOUND,YES
20220708124640NAL0018324257001,281,18,RECEIVA,RECEIVA,0.76% 18 Aug 2026,0.76% 18 Aug 2026,,Other,"2,288,089","2,288,089",YES
20220708124640NAL0018324257001,281,19,AMGEN INC,AMGEN INC,1.65% 15 Aug 2028,AMGEN INC,,Other,"779,060","779,060",YES
20220708124640NAL0018324257001,281,20,AMGEN INC,AMGEN INC,3% 15 Jan 2052,AMGEN INC,,Other,"1,248,769","1,248,769",YES
20220708124640NAL0018324257001,281,21,ANALOG DEVICES INC,NOT FOUND,2.95% 01 Oct 2051,NOT FOUND,,NOT FOUND,"1,715,992",NOT FOUND,YES
20220708124640NAL0018324257001,281,22,ANGLO AMERICAN CAPITAL,Anglo American Capital,2.875% 17 Mar 2031,2.875% 17 Mar 2031,,Other,"2,534,986","2,534,986",YES
20220708124640NAL0018324257001,281,23,ANHEUSER BUSCH CO/INBEV,AnheuserBusch InBev,4.7% 01 Feb 2036,4.7% 01 Feb 2036,,Other,"715,638","715,638",YES
20220708124640NAL0018324257001,281,24,ANHEUSER BUSCH CO/INBEV,AnheuserBusch InBev,4.9% 01 Feb 2046,4.9% 01 Feb 2046,,Other,"265,426","265,426",YES
20220708124640NAL0018324257001,281,25,AON CORP/AON GLOBAL HOLD 2.6% 02 Dec 2031,Aon,,2.6% 02 Dec 2031,,Other,"1,241,219","1,241,219",YES
20220708124640NAL0018324257001,281,26,APPLE INC,APPLE INC,2.7% 05 Aug 2051,APPLE INC,,Other,"2,630,318","2,630,318",YES
20220708124640NAL0018324257001,281,27,AT+T INC,ATT INC,2.55% 01 Dec 2033,AT+T INC,,Other,"3,919,015","3,919,015",YES
20220708124640NAL0018324257001,281,28,AT+T INC,NOT FOUND,3.5% 15 Sep 2053,NOT FOUND,,NOT FOUND,"1,060,349",NOT FOUND,YES
20220708124640NAL0018324257001,281,29,AT+T INC,ATT INC,5.15% 15 Mar 2042,AT+T INC,,Other,"284,219","284,219",YES
20220708124640NAL0018324257001,281,30,AT+T INC,ATT INC,5.45% 01 Mar 2047,AT+T INC,,Other,"533,090","533,090",YES
20220708124640NAL0018324257001,281,31,ATHENE GLOBAL FUNDING,Athene Global Funding,1.73% 02 Oct 2026,1.73% 02 Oct 2026,,Mutual Fund,"1,920,767","1,920,767",YES
20220708124640NAL0018324257001,281,32,ATHENE GLOBAL FUNDING,Athene Global Funding,2.673% 07 Jun 2031,2.673% 07 Jun 2031,,Mutual Fund,"1,349,352","1,349,352",YES
20220708124640NAL0018324257001,281,33,BANK,Bank,1.844% 15 Mar 2063,1.844% 15 Mar 2063,,Other,"519,559","519,559",YES
20220708124640NAL0018324257001,281,34,BANK,Bank,2.438% 15 Jun 2063,2.438% 15 Jun 2063,,Other,"1,439,413","1,439,413",YES
20220708124640NAL0018324257001,281,35,BANK,Bank,2.47% 15 Sep 2064,2.47% 15 Sep 2064,,Other,"2,903,325","2,903,325",YES
20220708124640NAL0018324257001,281,36,BANK,Bank,2.851% 17 Oct 2052,2.851% 17 Oct 2052,,Other,"719,538","719,538",YES
20220708124640NAL0018324257001,281,37,BANK OF AMERICA CORP,NOT FOUND,1% 06 Dec 2025,NOT FOUND,,NOT FOUND,"2,359,840",NOT FOUND,YES
20220708124640NAL0018324257001,281,38,BANK OF AMERICA CORP,BANK OF AMERICA CORP,1% 19 Jun 2041,BANK OF AMERICA CORP,,Other,"737,328","737,328",YES
20220708124640NAL0018324257001,281,39,BANK OF AMERICA CORP,BANK OF AMERICA CORP,1% 20 Jan 2028,BANK OF AMERICA CORP,,Other,"865,218","865,218",YES
20220708124640NAL0018324257001,281,40,BANK OF AMERICA CORP,NOT FOUND,1% 21 Jul 2032,NOT FOUND,,NOT FOUND,"3,879,735",NOT FOUND,YES
20220708124640NAL0018324257001,281,41,BANK OF AMERICA CORP,BANK OF AMERICA CORP,1% 23 Jul 2024,BANK OF AMERICA CORP,,Other,"2,017,038","2,017,038",YES
